4.403022482001112126e-01,7.875477559352909995e-02
3.914847188544284817e-01,8.453697193961096090e-02
3.090889738331987213e-01,9.127368236826867431e-02
2.079874542187631903e-01,7.861255344490462871e-02
1.505633224467891329e-01,5.608883406284077139e-02
1.370059587529486311e-01,4.718636877904363452e-02
8.836949598672948214e-02,3.842007926919255301e-02
7.606069896354600290e-02,2.571502331413959633e-02
5.381971572561176920e-02,2.395241526851333430e-02
4.706176420541725164e-02,2.249117838175018411e-02
4.391193784587039267e-02,2.273020414100882305e-02
3.565924940414632455e-02,2.301215419105183749e-02
3.061491655506745624e-02,1.948067336465130611e-02
2.353270830106967554e-02,1.665549266370872430e-02
1.849527565609825064e-02,1.345344573692550637e-02
1.409220039495124449e-02,9.529708819442173420e-03
1.092189555138557873e-02,7.263469827261539481e-03
8.909671931843421086e-03,5.180014966425956768e-03
7.673281151264948162e-03,4.579152268183062091e-03
7.638728783747890383e-03,2.435162932232153282e-03
7.079511736367940719e-03,1.394688534459656484e-03
6.756222341942370348e-03,8.383687424203959196e-04
6.487361342371304566e-03,6.345813433276670246e-04
6.328381665862750464e-03,5.901010120968573636e-04
6.268894634787959726e-03,4.475968230208368951e-04
6.178366213345436175e-03,4.079068156054590729e-04
6.278127362398572622e-03,4.034903945819351065e-04
6.198300845055740999e-03,3.622650123333757640e-04
6.166085606619928737e-03,3.709351835673954136e-04
6.121381523691247876e-03,3.003401693442819928e-04
6.252878222998125082e-03,2.839983581917893672e-04
6.249710077718845583e-03,2.962038840210920432e-04
6.188071853326507395e-03,2.872357280038963668e-04
6.130706530002104360e-03,2.594583640643023680e-04
6.162644653188602273e-03,2.992267391181135396e-04
6.047963484831086686e-03,3.727998104201619067e-04
6.160473395914603696e-03,3.009540534047638253e-04
6.244931058322627550e-03,2.652245458334727608e-04
6.213130548923630377e-03,3.516671526196475032e-04
6.256353916794514525e-03,3.828447520837823729e-04
6.182732899292719964e-03,3.715563404641650442e-04
6.209223105157166654e-03,3.172332692796041927e-04
6.124091270549894897e-03,4.502267657805133507e-04
6.170210398967311202e-03,4.585283530862465317e-04
6.176866530541861786e-03,3.247726036166850914e-04
6.200524577539324317e-03,3.844921567350241065e-04
6.216717891646334967e-03,4.006751534259827695e-04
6.222019781588332757e-03,4.434938445837794231e-04
6.253407138506043329e-03,4.443348587848860911e-04
6.222481422384093172e-03,3.752616085127585713e-04
6.173754822908671808e-03,3.741539153030432724e-04
6.155062988959239360e-03,3.570045851714683145e-04
6.152591294098314935e-03,3.393777600328221327e-04
6.166304586374114251e-03,3.153448284227045213e-04
6.222648745150094300e-03,2.947990919121085064e-04
6.179919086483349859e-03,4.117176609819317608e-04
6.217493910526479886e-03,3.621702150750887440e-04
6.114798169851486456e-03,3.169121954178037151e-04
6.099603080912919043e-03,3.262130936784114386e-04
6.222854396858498206e-03,3.275152849640258572e-04
6.179427129163628067e-03,3.546357284211973382e-04
6.222693834503582183e-03,3.629717528171916871e-04
6.117493010353129701e-03,4.583867417733987525e-04
6.112054155769847119e-03,4.037526887745401761e-04
6.195642505046499750e-03,2.958697374110473002e-04
6.315359010526817689e-03,3.514308390475545944e-04
6.090805108159956169e-03,3.084018260888120788e-04
6.307126724240886585e-03,2.595209318165277016e-04
6.057692251874073619e-03,3.048743832697769812e-04
6.137152580502500121e-03,3.040465907767009790e-04
6.108458068718054454e-03,3.164446736998892049e-04
6.188822581379309351e-03,3.142240257545491472e-04
6.142219441193315366e-03,2.899986832902040103e-04
6.271639538857168815e-03,3.866865000375430735e-04
6.193615647686371087e-03,3.770898182900064952e-04
6.311969526485745365e-03,2.879167644780341933e-04
6.262132914669302219e-03,4.092797602522265385e-04
6.229306723992336994e-03,3.002287644766805127e-04
6.408346203753227492e-03,3.825546324721834689e-04
6.245542734695913242e-03,3.788801454139571387e-04
6.334826304012971913e-03,3.042411851611973722e-04
6.183701344542527970e-03,2.824666066659077654e-04
6.199347246561035495e-03,3.770183678366172998e-04
6.176248897362260522e-03,3.146646991022109441e-04
6.272858351879470953e-03,3.255490624596030919e-04
6.220466172555685035e-03,3.310779196055669226e-04
6.307846851746059733e-03,3.122894403772740802e-04
6.290211893063714539e-03,3.767439191263077455e-04
6.249901763823577719e-03,3.461089404700947326e-04
6.174852505438444342e-03,3.684731031319568259e-04
6.185534773678678759e-03,4.152273214066581788e-04
6.229957412290080057e-03,4.077251191529149689e-04
6.246531435211716971e-03,3.392506950133207457e-04
6.219930003413255172e-03,3.639112031761477465e-04
6.190793521534389450e-03,3.301660407529843845e-04
6.262826452115133509e-03,3.208495902644010003e-04
6.203104404521085115e-03,4.411479848831866934e-04
6.220809225380892656e-03,4.283773145754266563e-04
6.291221765537266010e-03,4.210365924113277421e-04
6.144612577758669716e-03,3.491573220781971250e-04
6.149627482562156425e-03,3.073916446368045604e-04
6.302315429249530192e-03,3.700915677541274755e-04
6.246726544332209703e-03,3.113726310978573767e-04
6.249225360936452346e-03,3.383422685098785507e-04
6.313483050091066653e-03,3.153550275052794858e-04
6.290791607900576669e-03,4.093972560472631823e-04
6.316576311421881300e-03,3.956306631351129617e-04
6.215515594785987405e-03,3.455312747393366911e-04
6.258449851627497819e-03,2.892764340439264378e-04
6.208627068240158732e-03,3.105219114808484434e-04
6.278442097525379663e-03,3.003318516300255417e-04
6.179100306945533097e-03,2.856523168454508182e-04
6.269226510301356865e-03,3.413945073256149129e-04
6.279559252381094851e-03,3.022562439637997787e-04
6.300545907172818046e-03,4.343303813070953519e-04
6.187977939297217150e-03,3.435656274719702105e-04
6.177499387624434644e-03,3.577234981912980061e-04
6.304639399986166487e-03,3.334284249346962966e-04
6.262940276671429517e-03,3.029485553367720517e-04
6.246160527511116986e-03,3.677585045031472508e-04
6.244762590328760757e-03,3.638776943693880234e-04
6.184386472122718574e-03,2.905848809837862832e-04
6.251731902954112477e-03,3.413235958103464111e-04
6.277683244879611428e-03,3.206070022308459217e-04
6.301138618763802747e-03,3.141908500650741573e-04
6.272266707996619964e-03,3.119476834511033560e-04
6.154103908105528452e-03,3.170681022657137406e-04
6.118439407833523719e-03,3.814125522701659323e-04
6.309217776856683793e-03,3.320307945045770687e-04
6.173608859642170515e-03,3.356947614781355805e-04
6.223642634421862850e-03,3.232925474143222397e-04
6.229310650599787641e-03,2.711030829279178112e-04
6.277011484891845301e-03,3.175656810772803612e-04
6.160415497093265670e-03,3.610204800547083155e-04
6.196066844090280384e-03,3.741262428484274185e-04
6.196354864004897413e-03,3.549565362525461333e-04
6.129438045317169362e-03,2.911374636744754572e-04
6.272285715845780062e-03,2.814675701518015109e-04
6.139557146599425655e-03,3.254552205074817879e-04
6.291354251687074697e-03,3.396587715207391206e-04
6.248402837846233487e-03,3.131101466740560547e-04
6.359042439914934855e-03,3.620484546151966302e-04
6.374552996689596650e-03,3.291747565329195381e-04
6.392116737236172054e-03,3.392399348586019035e-04
6.361558375112952649e-03,3.157746945558355368e-04
6.311271061901201421e-03,3.230620599240832105e-04
6.227262019280623007e-03,2.722383539253783215e-04
6.163594557255356113e-03,2.894611734257352244e-04
6.169522016287856681e-03,2.716939096661552164e-04
6.214444946465907775e-03,3.195060355961794872e-04
6.186661031331064896e-03,3.213062905886280196e-04
6.201297167166749773e-03,3.119477994677048466e-04
6.138475142106370082e-03,3.284314329722501889e-04
6.246327606588122916e-03,3.202908953000392763e-04
6.236367678819178424e-03,3.097127341589472503e-04
6.253702041756899893e-03,3.195345508328999162e-04
6.109069831103288578e-03,2.275523856232839349e-04
6.092612409630494309e-03,2.325632194631254909e-04
6.197838490682444981e-03,3.404167932091689899e-04
6.184275255405247661e-03,3.356554084766801309e-04
6.213256265796408655e-03,2.952057619884041677e-04
6.210220329893666007e-03,2.712343131912738309e-04
6.287680399720903431e-03,3.614971825948706590e-04
6.233127413699393951e-03,3.501646879590259321e-04
6.202567952434080364e-03,3.255517163502924939e-04
6.147002330962061944e-03,2.754592759318582338e-04
6.164383090002038650e-03,3.116421441053376300e-04
6.138075960252121523e-03,3.253580702921100073e-04
6.225639486659954348e-03,3.577454171058656049e-04
6.279530735288063256e-03,3.134218734509600307e-04
6.143619909393787173e-03,4.081302702871921883e-04
6.214821987155396202e-03,3.452987948031121732e-04
6.146308238457636949e-03,3.080633691605235151e-04
6.156807573683451690e-03,3.079782132448525872e-04
6.052718383912344957e-03,3.638834510796458703e-04
6.129085255378551901e-03,3.792460043388556305e-04
6.107987013572484768e-03,3.935491520139633567e-04
6.233327702706479255e-03,3.120689323135366830e-04
6.182399108318784378e-03,2.824615668369762468e-04
6.042339441058266168e-03,2.556321045152241608e-04
6.068882929461384863e-03,2.605715231128658731e-04
6.127550427858504539e-03,3.422801508329572175e-04
6.041396714146341114e-03,3.784345506896578037e-04
6.090603126080895713e-03,3.966309429577482637e-04
6.138509147424307463e-03,3.641841588408812388e-04
6.183851693579461850e-03,2.955104091639962176e-04
6.228947789299839333e-03,3.609024585646623384e-04
6.312369860005952703e-03,2.636980723783325840e-04
6.262714680253362275e-03,3.544816661503398829e-04
6.186759619054051085e-03,3.707177158082227623e-04
6.054372883922068925e-03,3.616885306275260058e-04
6.115579431505195618e-03,3.239258342838883110e-04
6.077173862231124123e-03,2.811994545924575246e-04
6.281661429409357914e-03,3.046227751521196820e-04
6.148353369986956501e-03,2.666766685624773854e-04
6.279105643039540989e-03,3.192235908823464049e-04
6.233175980896475676e-03,3.862736967276776331e-04
6.342246298462532635e-03,4.103321103596763273e-04
6.349491683247686369e-03,4.456150684224785747e-04
6.222388686506901377e-03,3.692647954515111989e-04
6.225779817984574901e-03,3.395895818604870425e-04
6.176999930764153976e-03,2.637672338268012753e-04
6.209667602931089915e-03,2.916402863847157665e-04
6.177154823786104240e-03,2.542934062879276713e-04
6.209410161304659143e-03,3.360602794531221058e-04
6.188917954132929292e-03,2.770254677392839076e-04
6.151855428791322238e-03,3.024902223326623031e-04
6.185552866556579509e-03,4.811426179544496507e-04
