1.664694390000000112e+03,7.806236659999999716e+00,9.991342359999999534e-02
1.673436650000000100e+03,7.803617799999999605e+00,7.413225369999999759e-02
1.669220080000000053e+03,8.241467480000000734e+00,7.357638060000000479e-02
1.673999880000000076e+03,6.826191370000000092e+00,1.886758139999999973e-01
1.667142749999999978e+03,7.118404059999999589e+00,9.011304009999999975e-02
1.664571339999999964e+03,8.301350349999999878e+00,7.093513619999999853e-02
1.672365050000000110e+03,8.162996169999999552e+00,7.389882690000000587e-02
1.666898130000000037e+03,8.102968620000000399e+00,8.372576930000000250e-02
1.675309459999999945e+03,6.205671360000000192e+00,2.587831879999999973e-01
1.672177969999999959e+03,7.067212940000000110e+00,8.283692160000000193e-02
1.667308980000000020e+03,7.128404739999999684e+00,8.921479240000000643e-02
1.671999859999999899e+03,6.778534419999999727e+00,1.981184039999999980e-01
1.674332169999999905e+03,6.418370880000000334e+00,2.429646470000000058e-01
1.670051960000000008e+03,7.017790899999999610e+00,8.595610269999999498e-02
1.679310169999999971e+03,6.229711410000000171e+00,2.433869549999999882e-01
1.671140200000000050e+03,6.892498119999999950e+00,1.779293979999999886e-01
1.671053609999999935e+03,7.766861239999999889e+00,7.841846539999999810e-02
1.673935230000000047e+03,7.094199350000000237e+00,7.901239470000000209e-02
1.673376680000000079e+03,6.837334700000000431e+00,1.876560180000000078e-01
1.663283920000000080e+03,7.953860480000000344e+00,9.485306279999999868e-02
1.665629590000000007e+03,8.312310679999999508e+00,6.958178369999999668e-02
1.663454300000000103e+03,8.087468400000000557e+00,8.690032500000000049e-02
1.674440129999999954e+03,7.523021319999999790e+00,7.411982640000000511e-02
1.675646030000000110e+03,6.454832009999999620e+00,2.325692279999999890e-01
1.673557340000000067e+03,7.987163609999999636e+00,7.288411899999999721e-02
1.675666539999999941e+03,7.260607969999999689e+00,7.450494309999999842e-02
1.679180489999999963e+03,6.493889489999999931e+00,2.186779120000000021e-01
1.668358320000000049e+03,7.444505490000000059e+00,8.479033989999999743e-02
1.670838459999999941e+03,6.903215620000000108e+00,1.773109740000000101e-01
1.662245139999999992e+03,8.150370190000000292e+00,8.302009800000000050e-02
1.678926899999999932e+03,6.797280340000000365e+00,1.863324090000000044e-01
1.683605639999999994e+03,6.506821569999999610e+00,2.036634539999999938e-01
1.678976540000000114e+03,6.216460920000000279e+00,2.451432109999999998e-01
1.668634720000000016e+03,7.022151739999999975e+00,8.848060350000000462e-02
1.669581959999999981e+03,8.235678339999999764e+00,7.394868459999999477e-02
1.677524470000000065e+03,6.927897640000000301e+00,1.694728480000000093e-01
1.669040940000000091e+03,8.371022149999999939e+00,6.401409939999999632e-02
1.663426840000000084e+03,7.802305699999999788e+00,1.013131800000000027e-01
1.662574370000000044e+03,8.159486980000000500e+00,8.243855969999999700e-02
1.663314910000000054e+03,8.348945040000000262e+00,6.805213490000000531e-02
1.663854759999999942e+03,8.130868219999999980e+00,8.362980109999999800e-02
1.670723120000000108e+03,6.912427680000000407e+00,1.751924199999999876e-01
1.682301709999999957e+03,6.697956689999999824e+00,1.899746509999999944e-01
1.681141530000000103e+03,6.916137580000000007e+00,1.672788699999999962e-01
1.682124630000000025e+03,6.551323130000000106e+00,2.040857090000000040e-01
1.677048639999999978e+03,8.046764780000000172e+00,6.653568560000000520e-02
1.674984850000000051e+03,6.748960099999999684e+00,1.997959420000000041e-01
1.677769520000000057e+03,6.929448029999999648e+00,1.689452489999999918e-01
1.675247849999999971e+03,8.312699500000000796e+00,6.847825670000000364e-02
1.679984549999999899e+03,8.411668080000000103e+00,5.997339880000000095e-02
1.662529870000000074e+03,8.064280670000000484e+00,8.867874339999999578e-02
1.682618729999999914e+03,6.593909299999999973e+00,1.980046199999999923e-01
1.669765840000000026e+03,7.455949140000000419e+00,8.233239089999999649e-02
1.663597760000000108e+03,7.752362330000000412e+00,1.029145939999999981e-01
1.670388509999999997e+03,7.286661979999999872e+00,8.312598740000000375e-02
1.668175480000000107e+03,7.412760859999999674e+00,8.541042520000000082e-02
1.669374829999999974e+03,8.198610459999999378e+00,7.626691319999999441e-02
1.662120449999999892e+03,8.296273910000000029e+00,7.155125919999999473e-02
1.664758319999999912e+03,8.209347449999999213e+00,7.771355219999999397e-02
1.669682340000000067e+03,8.137546320000000222e+00,7.980400129999999648e-02
1.670194619999999986e+03,6.947467709999999741e+00,1.649587680000000056e-01
1.669407130000000052e+03,8.453321869999999905e+00,5.699661899999999837e-02
1.665133409999999913e+03,8.212049459999999357e+00,7.738857250000000243e-02
1.667876350000000002e+03,6.993408170000000368e+00,8.988360459999999996e-02
1.664049800000000005e+03,7.975693899999999559e+00,9.302481040000000478e-02
1.670430830000000014e+03,7.179846780000000095e+00,8.388874250000000199e-02
1.662862620000000106e+03,8.285945690000000141e+00,7.224006870000000691e-02
1.667753500000000031e+03,8.302522050000000320e+00,6.969905680000000603e-02
1.666559880000000021e+03,6.996647369999999810e+00,9.173916320000000124e-02
1.668375199999999950e+03,6.985205399999999898e+00,8.900039630000000646e-02
1.665285049999999956e+03,7.620767769999999608e+00,1.044859260000000067e-01
1.678250909999999976e+03,6.224473569999999789e+00,2.467870199999999958e-01
1.670602069999999912e+03,8.218099219999999150e+00,7.453590949999999715e-02
1.679558179999999993e+03,6.465627500000000083e+00,2.213370309999999896e-01
1.665568710000000010e+03,8.026488219999999174e+00,8.923704220000000520e-02
1.674635809999999992e+03,6.766081739999999733e+00,1.989451170000000046e-01
1.670665500000000065e+03,8.460359459999999387e+00,5.661226820000000298e-02
1.663121190000000070e+03,8.256254209999999816e+00,7.502984640000000260e-02
1.668237779999999930e+03,8.420945910000000367e+00,6.009692979999999712e-02
1.666072010000000091e+03,8.030297889999999938e+00,8.867170180000000235e-02
1.673628159999999980e+03,8.143294629999999756e+00,7.175928139999999955e-02
1.665559880000000021e+03,8.233973560000000802e+00,7.583344089999999316e-02
1.675378320000000031e+03,6.170285960000000181e+00,2.621065229999999802e-01
1.676919830000000047e+03,8.130215259999999944e+00,6.602489209999999609e-02
1.673642380000000003e+03,6.874410819999999589e+00,1.822664549999999939e-01
1.671768090000000029e+03,6.860834670000000024e+00,1.850776759999999965e-01
1.668788749999999936e+03,8.098956039999999135e+00,8.268647329999999351e-02
1.675276429999999891e+03,6.481154939999999698e+00,2.323535539999999899e-01
1.677207940000000008e+03,6.828370950000000050e+00,1.871807940000000114e-01
1.663264920000000075e+03,7.874547670000000110e+00,9.868680589999999364e-02
1.670486319999999978e+03,7.987109109999999568e+00,7.781525879999999507e-02
1.668062539999999899e+03,8.146401290000000017e+00,8.036532809999999416e-02
1.665630329999999958e+03,7.850541680000000078e+00,9.761103990000000175e-02
1.671851910000000089e+03,7.781407080000000143e+00,7.650286990000000620e-02
1.675191350000000057e+03,6.715164940000000193e+00,2.030677559999999882e-01
1.663449749999999995e+03,8.053427949999999669e+00,8.931942119999999874e-02
1.668617680000000064e+03,7.427936640000000423e+00,8.500078739999999966e-02
1.664223670000000084e+03,7.719452069999999999e+00,1.038083050000000035e-01
1.663994210000000066e+03,7.759726360000000156e+00,1.022637700000000038e-01
1.667214999999999918e+03,8.184904120000000560e+00,7.838734610000000491e-02
1.671037820000000011e+03,6.887659870000000240e+00,1.796467049999999899e-01
1.676824669999999969e+03,6.914089340000000306e+00,1.721379560000000086e-01
1.672225899999999911e+03,8.217851160000000377e+00,7.389216479999999310e-02
1.667213279999999941e+03,7.161013930000000194e+00,8.918181669999999950e-02
1.672652139999999918e+03,7.066998919999999629e+00,8.129444369999999642e-02
1.666301459999999906e+03,8.400613729999999890e+00,6.260402789999999773e-02
1.680921839999999975e+03,6.947192440000000246e+00,1.628563040000000073e-01
1.665008599999999888e+03,8.320168400000000020e+00,6.898215420000000653e-02
1.673934839999999895e+03,7.124449730000000258e+00,7.977871740000000433e-02
1.665121630000000096e+03,8.370899250000000791e+00,6.469310570000000316e-02
1.663115430000000060e+03,8.322826170000000801e+00,6.909527590000000274e-02
1.674446220000000039e+03,8.207132059999999285e+00,7.005041380000000262e-02
1.670874949999999899e+03,8.127710450000000364e+00,7.671833599999999809e-02
